customer_id,campaign_id,segment,signup_date,channel,campaign_cost,impressions,clicks,revenue,lead_date,conversion_date,converted
CUST1672,C107,New,2026-05-22,Organic,332.46,28437,3328,,,,0
CUST1673,C118,Returning,2026-05-31,Social Media,3958.87,5703,233,,,,0
CUST1674,C112,High-value,2026-06-30,Referral,1998.97,31403,3948,,,,0
CUST1675,C111,Returning,2026-05-09,Organic,283.83,29286,2869,,,,0
CUST1676,C104,Returning,2026-05-24,Email,2213.47,37727,3273,,,,0
CUST1677,C105,New,2026-04-20,Email,1160.94,19694,1758,,,,0
CUST1678,C103,Returning,2026-01-09,Google Ads,9052.37,46699,2464,,,,0
CUST1679,C118,New,2026-06-01,Social Media,3958.87,5703,233,83.17,2026-06-01,2026-06-05,1
CUST1680,C119,New,2026-05-26,Social Media,5838.57,24053,917,,,,0
CUST1681,C100,Returning,2026-07-02,Social Media,3414.76,42902,1643,205.48,2026-07-03,2026-07-14,1
CUST1682,C119,High-value,2026-05-26,Social Media,5838.57,24053,917,,,,0
CUST1683,C116,New,2026-04-15,Social Media,4105.29,18332,760,,,,0
CUST1684,C111,Returning,2026-05-13,Organic,283.83,29286,2869,,,,0
CUST1685,C114,Returning,2026-04-13,Email,2692.19,32316,2759,,,,0
CUST1686,C100,New,2026-06-28,Social Media,3414.76,42902,1643,,,,0
CUST1687,C113,New,2026-03-13,Email,1997.92,48436,3674,,,,0
CUST1688,C105,New,2026-04-13,Email,1160.94,19694,1758,112.17,2026-04-17,2026-04-27,1
CUST1689,C104,New,2026-05-28,Email,2213.47,37727,3273,,,,0
CUST1690,C110,New,2026-02-13,Email,1066.53,38629,3523,75.18,2026-02-17,2026-02-20,1
CUST1691,C103,New,2026-01-14,Google Ads,9052.37,46699,2464,,,,0
CUST1692,C112,New,2026-07-05,Referral,1998.97,31403,3948,,,,0
CUST1693,C110,Returning,2026-02-13,Email,1066.53,38629,3523,,,,0
CUST1694,C102,Returning,2026-01-01,Referral,1471.71,22781,2752,,,,0
CUST1695,C100,High-value,2026-06-28,Social Media,3414.76,42902,1643,,,,0
CUST1696,C105,New,2026-04-14,Email,1160.94,19694,1758,,,,0
CUST1697,C117,Returning,2026-05-15,Google Ads,10644.32,12437,678,203.81,2026-05-15,2026-05-16,1
CUST1698,C109,High-value,2026-03-31,Referral,2024.51,43004,7521,,,,0
CUST1699,C104,Returning,2026-05-30,Email,2213.47,37727,3273,123.51,2026-06-03,2026-06-15,1
CUST1700,C109,New,2026-04-05,Referral,2024.51,43004,7521,77.39,2026-04-06,2026-04-21,1
CUST1701,C111,Returning,2026-05-11,Organic,283.83,29286,2869,,,,0
CUST1702,C101,New,2026-05-14,Organic,436.8,25238,2315,89.15,2026-05-15,2026-05-30,1
CUST1703,C112,New,2026-07-06,Referral,1998.97,31403,3948,,,,0
CUST1704,C107,Returning,2026-05-18,Organic,332.46,28437,3328,132.17,2026-05-19,2026-06-02,1
CUST1705,C101,Returning,2026-05-19,Organic,436.8,25238,2315,,,,0
CUST1706,C119,New,2026-05-27,Social Media,5838.57,24053,917,,,,0
CUST1707,C100,High-value,2026-06-29,Social Media,3414.76,42902,1643,,,,0
CUST1708,C104,Returning,2026-05-24,Email,2213.47,37727,3273,,,,0
CUST1709,C108,New,2026-01-18,Google Ads,6651.28,48252,3070,,,,0
CUST1710,C116,High-value,2026-04-11,Social Media,4105.29,18332,760,,,,0
CUST1711,C108,New,2026-01-21,Google Ads,6651.28,48252,3070,,,,0
CUST1712,C110,High-value,2026-02-11,Email,1066.53,38629,3523,465.37,2026-02-14,2026-02-21,1
CUST1713,C114,Returning,2026-04-12,Email,2692.19,32316,2759,,,,0
CUST1714,C105,New,2026-04-13,Email,1160.94,19694,1758,,,,0
CUST1715,C102,Returning,2026-01-05,Referral,1471.71,22781,2752,,,,0
CUST1716,C116,Returning,2026-04-11,Social Media,4105.29,18332,760,,,,0
CUST1717,C104,Returning,2026-05-23,Email,2213.47,37727,3273,174.44,2026-05-23,2026-06-09,1
CUST1718,C111,High-value,2026-05-13,Organic,283.83,29286,2869,,,,0
CUST1719,C117,Returning,2026-05-20,Google Ads,10644.32,12437,678,,,,0
CUST1720,C113,Returning,2026-03-13,Email,1997.92,48436,3674,,,,0
CUST1721,C110,High-value,2026-02-16,Email,1066.53,38629,3523,,,,0
CUST1722,C108,Returning,2026-01-21,Google Ads,6651.28,48252,3070,129.83,2026-01-25,2026-02-13,1
CUST1723,C101,New,2026-05-20,Organic,436.8,25238,2315,,,,0
CUST1724,C111,High-value,2026-05-11,Organic,283.83,29286,2869,534.61,2026-05-12,2026-05-19,1
CUST1725,C102,New,2026-01-10,Referral,1471.71,22781,2752,,,,0
CUST1726,C102,Returning,2026-01-01,Referral,1471.71,22781,2752,180.8,2026-01-01,2026-01-04,1
CUST1727,C100,High-value,2026-07-01,Social Media,3414.76,42902,1643,,,,0
CUST1728,C107,Returning,2026-05-20,Organic,332.46,28437,3328,143.13,2026-05-20,2026-05-23,1
CUST1729,C107,Returning,2026-05-26,Organic,332.46,28437,3328,132.86,2026-05-29,2026-06-16,1
CUST1730,C110,Returning,2026-02-18,Email,1066.53,38629,3523,210.45,2026-02-22,2026-03-08,1
CUST1731,C108,New,2026-01-20,Google Ads,6651.28,48252,3070,,,,0
CUST1732,C104,High-value,2026-05-30,Email,2213.47,37727,3273,,,,0
CUST1733,C113,New,2026-03-07,Email,1997.92,48436,3674,,,,0
CUST1734,C102,New,2026-01-02,Referral,1471.71,22781,2752,,,,0
CUST1735,C104,New,2026-05-23,Email,2213.47,37727,3273,,,,0
CUST1736,C104,Returning,2026-05-26,Email,2213.47,37727,3273,,,,0
CUST1737,C118,Returning,2026-06-09,Social Media,3958.87,5703,233,,,,0
CUST1738,C113,Returning,2026-03-12,Email,1997.92,48436,3674,,,,0
CUST1739,C103,New,2026-01-07,Google Ads,9052.37,46699,2464,,,,0
CUST1740,C112,New,2026-07-05,Referral,1998.97,31403,3948,,,,0
CUST1741,C109,New,2026-04-03,Referral,2024.51,43004,7521,,,,0
CUST1742,C117,New,2026-05-17,Google Ads,10644.32,12437,678,,,,0
CUST1743,C107,Returning,2026-05-26,Organic,332.46,28437,3328,,,,0
CUST1744,C107,New,2026-05-22,Organic,332.46,28437,3328,,,,0
CUST1745,C106,New,2026-01-29,Email,1091.81,30669,2557,109.49,2026-02-02,2026-02-05,1
CUST1746,C107,New,2026-05-21,Organic,332.46,28437,3328,70.7,2026-05-22,2026-05-29,1
CUST1747,C113,New,2026-03-06,Email,1997.92,48436,3674,58.28,2026-03-07,2026-03-14,1
CUST1748,C118,New,2026-05-31,Social Media,3958.87,5703,233,,,,0
CUST1749,C105,New,2026-04-19,Email,1160.94,19694,1758,,,,0
CUST1750,C100,Returning,2026-06-27,Social Media,3414.76,42902,1643,,,,0
CUST1751,C114,Returning,2026-04-12,Email,2692.19,32316,2759,,,,0
CUST1752,C100,Returning,2026-06-26,Social Media,3414.76,42902,1643,,,,0
CUST1753,C116,High-value,2026-04-10,Social Media,4105.29,18332,760,,,,0
CUST1754,C100,New,2026-06-28,Social Media,3414.76,42902,1643,,,,0
CUST1755,C114,Returning,2026-04-07,Email,2692.19,32316,2759,,,,0
CUST1756,C101,High-value,2026-05-20,Organic,436.8,25238,2315,,,,0
CUST1757,C113,New,2026-03-05,Email,1997.92,48436,3674,,,,0
CUST1758,C107,High-value,2026-05-20,Organic,332.46,28437,3328,,,,0
CUST1759,C107,New,2026-05-20,Organic,332.46,28437,3328,,,,0
CUST1760,C118,New,2026-06-03,Social Media,3958.87,5703,233,,,,0
CUST1761,C106,New,2026-02-01,Email,1091.81,30669,2557,,,,0
CUST1762,C118,Returning,2026-06-01,Social Media,3958.87,5703,233,,,,0
CUST1763,C105,Returning,2026-04-18,Email,1160.94,19694,1758,201.54,2026-04-18,2026-04-23,1
CUST1764,C105,Returning,2026-04-19,Email,1160.94,19694,1758,,,,0
CUST1765,C102,New,2026-01-10,Referral,1471.71,22781,2752,,,,0
CUST1766,C106,New,2026-01-29,Email,1091.81,30669,2557,,,,0
CUST1767,C118,New,2026-06-07,Social Media,3958.87,5703,233,,,,0
CUST1768,C107,New,2026-05-18,Organic,332.46,28437,3328,,,,0
CUST1769,C109,High-value,2026-04-07,Referral,2024.51,43004,7521,476.96,2026-04-11,2026-04-14,1
CUST1770,C119,New,2026-05-27,Social Media,5838.57,24053,917,,,,0
CUST1771,C114,Returning,2026-04-07,Email,2692.19,32316,2759,117.11,2026-04-11,2026-04-29,1
CUST1772,C114,Returning,2026-04-12,Email,2692.19,32316,2759,175.48,2026-04-13,2026-04-28,1
CUST1773,C100,New,2026-06-25,Social Media,3414.76,42902,1643,,,,0
CUST1774,C119,Returning,2026-05-28,Social Media,5838.57,24053,917,,,,0
CUST1775,C106,New,2026-02-05,Email,1091.81,30669,2557,,,,0
CUST1776,C103,New,2026-01-07,Google Ads,9052.37,46699,2464,,,,0
CUST1777,C105,New,2026-04-21,Email,1160.94,19694,1758,,,,0
CUST1778,C100,Returning,2026-06-26,Social Media,3414.76,42902,1643,,,,0
CUST1779,C104,New,2026-05-24,Email,2213.47,37727,3273,,,,0
CUST1780,C100,Returning,2026-06-28,Social Media,3414.76,42902,1643,,,,0
CUST1781,C103,Returning,2026-01-11,Google Ads,9052.37,46699,2464,,,,0
CUST1782,C101,New,2026-05-18,Organic,436.8,25238,2315,,,,0
CUST1783,C109,Returning,2026-04-06,Referral,2024.51,43004,7521,,,,0
CUST1784,C104,Returning,2026-05-30,Email,2213.47,37727,3273,159.26,2026-06-01,2026-06-15,1
CUST1785,C109,New,2026-04-04,Referral,2024.51,43004,7521,105.57,2026-04-04,2026-04-08,1
CUST1786,C100,New,2026-07-03,Social Media,3414.76,42902,1643,,,,0
CUST1787,C105,Returning,2026-04-15,Email,1160.94,19694,1758,,,,0
CUST1788,C112,New,2026-07-03,Referral,1998.97,31403,3948,,,,0
CUST1789,C114,Returning,2026-04-10,Email,2692.19,32316,2759,130.09,2026-04-14,2026-04-22,1
CUST1790,C103,New,2026-01-08,Google Ads,9052.37,46699,2464,,,,0
CUST1791,C112,New,2026-06-29,Referral,1998.97,31403,3948,,,,0
CUST1792,C119,New,2026-05-29,Social Media,5838.57,24053,917,,,,0
CUST1793,C114,New,2026-04-10,Email,2692.19,32316,2759,,,,0
CUST1794,C107,Returning,2026-05-20,Organic,332.46,28437,3328,,,,0
CUST1795,C104,New,2026-05-29,Email,2213.47,37727,3273,,,,0
CUST1796,C114,Returning,2026-04-14,Email,2692.19,32316,2759,,,,0
CUST1797,C103,High-value,2026-01-13,Google Ads,9052.37,46699,2464,425.01,2026-01-16,2026-01-29,1
CUST1798,C111,Returning,2026-05-06,Organic,283.83,29286,2869,,,,0
CUST1799,C112,Returning,2026-06-30,Referral,1998.97,31403,3948,123.75,2026-07-03,2026-07-11,1
CUST1800,C101,New,2026-05-15,Organic,436.8,25238,2315,,,,0
CUST1801,C118,New,2026-06-04,Social Media,3958.87,5703,233,,,,0
CUST1802,C118,Returning,2026-06-09,Social Media,3958.87,5703,233,,,,0
CUST1803,C103,New,2026-01-06,Google Ads,9052.37,46699,2464,,,,0
CUST1804,C103,Returning,2026-01-05,Google Ads,9052.37,46699,2464,,,,0
CUST1805,C110,New,2026-02-18,Email,1066.53,38629,3523,,,,0
CUST1806,C104,Returning,2026-05-24,Email,2213.47,37727,3273,,,,0
CUST1807,C119,High-value,2026-05-23,Social Media,5838.57,24053,917,,,,0
CUST1808,C110,High-value,2026-02-11,Email,1066.53,38629,3523,,,,0
CUST1809,C109,Returning,2026-04-01,Referral,2024.51,43004,7521,219.9,2026-04-03,2026-04-18,1
CUST1810,C107,Returning,2026-05-22,Organic,332.46,28437,3328,,,,0
CUST1811,C105,Returning,2026-04-18,Email,1160.94,19694,1758,,,,0
CUST1812,C105,Returning,2026-04-15,Email,1160.94,19694,1758,198.45,2026-04-16,2026-05-03,1
CUST1813,C107,New,2026-05-20,Organic,332.46,28437,3328,,,,0
CUST1814,C114,New,2026-04-07,Email,2692.19,32316,2759,103.15,2026-04-08,2026-04-13,1
CUST1815,C113,New,2026-03-05,Email,1997.92,48436,3674,,,,0
CUST1816,C110,High-value,2026-02-17,Email,1066.53,38629,3523,500.87,2026-02-18,2026-02-22,1
CUST1817,C111,New,2026-05-04,Organic,283.83,29286,2869,,,,0
CUST1818,C112,Returning,2026-07-04,Referral,1998.97,31403,3948,155.8,2026-07-07,2026-07-18,1
CUST1819,C107,Returning,2026-05-17,Organic,332.46,28437,3328,215.79,2026-05-18,2026-06-05,1
CUST1820,C117,Returning,2026-05-17,Google Ads,10644.32,12437,678,,,,0
CUST1821,C100,Returning,2026-06-26,Social Media,3414.76,42902,1643,,,,0
CUST1822,C114,New,2026-04-13,Email,2692.19,32316,2759,,,,0
CUST1823,C107,Returning,2026-05-22,Organic,332.46,28437,3328,,,,0
CUST1824,C110,Returning,2026-02-12,Email,1066.53,38629,3523,,,,0
CUST1825,C111,New,2026-05-11,Organic,283.83,29286,2869,,,,0
CUST1826,C111,New,2026-05-08,Organic,283.83,29286,2869,,,,0
CUST1827,C103,Returning,2026-01-12,Google Ads,9052.37,46699,2464,113.75,2026-01-15,2026-01-25,1
CUST1828,C115,Returning,2026-02-28,Email,723.62,17419,1486,,,,0
CUST1829,C103,New,2026-01-10,Google Ads,9052.37,46699,2464,,,,0
CUST1830,C104,Returning,2026-05-23,Email,2213.47,37727,3273,,,,0
CUST1831,C104,Returning,2026-05-29,Email,2213.47,37727,3273,,,,0
CUST1832,C107,New,2026-05-22,Organic,332.46,28437,3328,,,,0
CUST1833,C109,High-value,2026-04-05,Referral,2024.51,43004,7521,,,,0
CUST1834,C116,Returning,2026-04-13,Social Media,4105.29,18332,760,,,,0
CUST1835,C108,Returning,2026-01-15,Google Ads,6651.28,48252,3070,201.39,2026-01-17,2026-02-03,1
CUST1836,C118,Returning,2026-06-01,Social Media,3958.87,5703,233,,,,0
CUST1837,C113,New,2026-03-12,Email,1997.92,48436,3674,,,,0
CUST1838,C107,New,2026-05-24,Organic,332.46,28437,3328,,,,0
CUST1839,C108,New,2026-01-21,Google Ads,6651.28,48252,3070,,,,0
CUST1840,C110,New,2026-02-17,Email,1066.53,38629,3523,,,,0
CUST1841,C100,New,2026-06-28,Social Media,3414.76,42902,1643,,,,0
CUST1842,C113,High-value,2026-03-05,Email,1997.92,48436,3674,,,,0
CUST1843,C104,Returning,2026-05-27,Email,2213.47,37727,3273,,,,0
CUST1844,C113,Returning,2026-03-13,Email,1997.92,48436,3674,130.83,2026-03-13,2026-03-28,1
CUST1845,C103,High-value,2026-01-07,Google Ads,9052.37,46699,2464,,,,0
CUST1846,C100,Returning,2026-06-27,Social Media,3414.76,42902,1643,,,,0
CUST1847,C118,New,2026-06-09,Social Media,3958.87,5703,233,,,,0
CUST1848,C107,New,2026-05-18,Organic,332.46,28437,3328,,,,0
CUST1849,C114,Returning,2026-04-07,Email,2692.19,32316,2759,,,,0
CUST1850,C114,Returning,2026-04-13,Email,2692.19,32316,2759,,,,0
CUST1851,C108,New,2026-01-22,Google Ads,6651.28,48252,3070,,,,0
CUST1852,C108,Returning,2026-01-24,Google Ads,6651.28,48252,3070,,,,0
CUST1853,C109,New,2026-04-05,Referral,2024.51,43004,7521,,,,0
CUST1854,C119,Returning,2026-05-27,Social Media,5838.57,24053,917,,,,0
CUST1855,C108,Returning,2026-01-22,Google Ads,6651.28,48252,3070,,,,0
CUST1856,C102,Returning,2026-01-04,Referral,1471.71,22781,2752,143.88,2026-01-08,2026-01-14,1
CUST1857,C119,High-value,2026-05-26,Social Media,5838.57,24053,917,,,,0
CUST1858,C110,Returning,2026-02-15,Email,1066.53,38629,3523,,,,0
CUST1859,C105,High-value,2026-04-13,Email,1160.94,19694,1758,,,,0
CUST1860,C101,High-value,2026-05-11,Organic,436.8,25238,2315,,,,0
CUST1861,C106,Returning,2026-01-28,Email,1091.81,30669,2557,,,,0
CUST1862,C117,Returning,2026-05-19,Google Ads,10644.32,12437,678,,,,0
CUST1863,C101,New,2026-05-17,Organic,436.8,25238,2315,,,,0
CUST1864,C116,New,2026-04-15,Social Media,4105.29,18332,760,,,,0
CUST1865,C110,Returning,2026-02-19,Email,1066.53,38629,3523,167.33,2026-02-21,2026-03-09,1
CUST1866,C111,New,2026-05-08,Organic,283.83,29286,2869,,,,0
CUST1867,C118,New,2026-06-01,Social Media,3958.87,5703,233,,,,0
CUST1868,C106,High-value,2026-02-02,Email,1091.81,30669,2557,,,,0
CUST1869,C119,High-value,2026-05-30,Social Media,5838.57,24053,917,,,,0
CUST1870,C105,Returning,2026-04-19,Email,1160.94,19694,1758,,,,0
CUST1871,C100,New,2026-06-30,Social Media,3414.76,42902,1643,,,,0
CUST1872,C116,New,2026-04-10,Social Media,4105.29,18332,760,,,,0
CUST1873,C110,New,2026-02-12,Email,1066.53,38629,3523,,,,0
CUST1874,C117,New,2026-05-17,Google Ads,10644.32,12437,678,,,,0
CUST1875,C116,New,2026-04-09,Social Media,4105.29,18332,760,,,,0
CUST1876,C106,New,2026-02-05,Email,1091.81,30669,2557,,,,0
CUST1877,C116,High-value,2026-04-07,Social Media,4105.29,18332,760,,,,0
CUST1878,C119,Returning,2026-05-31,Social Media,5838.57,24053,917,,,,0
CUST1879,C108,New,2026-01-21,Google Ads,6651.28,48252,3070,,,,0
CUST1880,C116,New,2026-04-11,Social Media,4105.29,18332,760,,,,0
CUST1881,C119,Returning,2026-05-27,Social Media,5838.57,24053,917,,,,0
CUST1882,C107,New,2026-05-19,Organic,332.46,28437,3328,,,,0
CUST1883,C116,High-value,2026-04-15,Social Media,4105.29,18332,760,,,,0
CUST1884,C106,New,2026-02-05,Email,1091.81,30669,2557,,,,0
CUST1885,C100,New,2026-06-27,Social Media,3414.76,42902,1643,,,,0
CUST1886,C112,New,2026-06-30,Referral,1998.97,31403,3948,,,,0
CUST1887,C118,New,2026-06-07,Social Media,3958.87,5703,233,,,,0
CUST1888,C118,Returning,2026-06-02,Social Media,3958.87,5703,233,198.92,2026-06-05,2026-06-20,1
CUST1889,C116,Returning,2026-04-12,Social Media,4105.29,18332,760,,,,0
CUST1890,C112,Returning,2026-07-04,Referral,1998.97,31403,3948,,,,0
CUST1891,C115,New,2026-02-27,Email,723.62,17419,1486,,,,0
CUST1892,C107,Returning,2026-05-23,Organic,332.46,28437,3328,,,,0
CUST1893,C118,Returning,2026-06-01,Social Media,3958.87,5703,233,,,,0
CUST1894,C117,High-value,2026-05-21,Google Ads,10644.32,12437,678,548.33,2026-05-23,2026-05-31,1
CUST1895,C100,New,2026-06-26,Social Media,3414.76,42902,1643,,,,0
CUST1896,C113,New,2026-03-13,Email,1997.92,48436,3674,,,,0
CUST1897,C118,Returning,2026-06-08,Social Media,3958.87,5703,233,,,,0
CUST1898,C114,Returning,2026-04-08,Email,2692.19,32316,2759,,,,0
CUST1899,C117,New,2026-05-13,Google Ads,10644.32,12437,678,,,,0
CUST1900,C101,New,2026-05-19,Organic,436.8,25238,2315,,,,0
CUST1901,C116,New,2026-04-15,Social Media,4105.29,18332,760,,,,0
CUST1902,C117,High-value,2026-05-20,Google Ads,10644.32,12437,678,,,,0
CUST1903,C105,New,2026-04-16,Email,1160.94,19694,1758,,,,0
CUST1904,C118,High-value,2026-06-08,Social Media,3958.87,5703,233,,,,0
CUST1905,C103,Returning,2026-01-07,Google Ads,9052.37,46699,2464,,,,0
CUST1906,C100,High-value,2026-06-30,Social Media,3414.76,42902,1643,,,,0
CUST1907,C107,Returning,2026-05-23,Organic,332.46,28437,3328,,,,0
CUST1908,C106,New,2026-02-03,Email,1091.81,30669,2557,,,,0
CUST1909,C102,High-value,2026-01-10,Referral,1471.71,22781,2752,,,,0
CUST1910,C109,New,2026-04-03,Referral,2024.51,43004,7521,,,,0
CUST1911,C109,High-value,2026-04-02,Referral,2024.51,43004,7521,,,,0
CUST1912,C118,Returning,2026-06-02,Social Media,3958.87,5703,233,,,,0
CUST1913,C113,New,2026-03-08,Email,1997.92,48436,3674,93.36,2026-03-12,2026-03-21,1
CUST1914,C101,Returning,2026-05-11,Organic,436.8,25238,2315,,,,0
CUST1915,C100,High-value,2026-07-03,Social Media,3414.76,42902,1643,,,,0
CUST1916,C117,New,2026-05-14,Google Ads,10644.32,12437,678,,,,0
CUST1917,C106,Returning,2026-02-01,Email,1091.81,30669,2557,,,,0
CUST1918,C107,Returning,2026-05-19,Organic,332.46,28437,3328,,,,0
CUST1919,C100,Returning,2026-06-28,Social Media,3414.76,42902,1643,153.36,2026-06-28,2026-07-09,1
CUST1920,C102,New,2026-01-09,Referral,1471.71,22781,2752,,,,0
CUST1921,C107,New,2026-05-18,Organic,332.46,28437,3328,116.58,2026-05-22,2026-05-24,1
CUST1922,C114,New,2026-04-07,Email,2692.19,32316,2759,,,,0
CUST1923,C104,Returning,2026-05-27,Email,2213.47,37727,3273,,,,0
CUST1924,C102,New,2026-01-06,Referral,1471.71,22781,2752,,,,0
CUST1925,C118,High-value,2026-06-07,Social Media,3958.87,5703,233,,,,0
CUST1926,C100,New,2026-06-25,Social Media,3414.76,42902,1643,,,,0
CUST1927,C114,Returning,2026-04-14,Email,2692.19,32316,2759,134.58,2026-04-17,2026-04-30,1
CUST1928,C107,New,2026-05-18,Organic,332.46,28437,3328,,,,0
CUST1929,C101,New,2026-05-11,Organic,436.8,25238,2315,107.4,2026-05-15,2026-05-19,1
CUST1930,C102,New,2026-01-10,Referral,1471.71,22781,2752,,,,0
CUST1931,C113,New,2026-03-05,Email,1997.92,48436,3674,95.17,2026-03-07,2026-03-16,1
CUST1932,C113,Returning,2026-03-10,Email,1997.92,48436,3674,,,,0
CUST1933,C110,High-value,2026-02-18,Email,1066.53,38629,3523,,,,0
CUST1934,C115,Returning,2026-02-25,Email,723.62,17419,1486,,,,0
CUST1935,C103,High-value,2026-01-10,Google Ads,9052.37,46699,2464,,,,0
CUST1936,C119,High-value,2026-05-23,Social Media,5838.57,24053,917,,,,0
CUST1937,C104,Returning,2026-05-27,Email,2213.47,37727,3273,,,,0
CUST1938,C113,Returning,2026-03-11,Email,1997.92,48436,3674,,,,0
CUST1939,C115,Returning,2026-02-23,Email,723.62,17419,1486,150.23,2026-02-24,2026-03-01,1
CUST1940,C117,New,2026-05-12,Google Ads,10644.32,12437,678,,,,0
CUST1941,C106,Returning,2026-01-30,Email,1091.81,30669,2557,,,,0
CUST1942,C109,New,2026-03-31,Referral,2024.51,43004,7521,56.09,2026-04-02,2026-04-21,1
CUST1943,C106,Returning,2026-02-03,Email,1091.81,30669,2557,158.59,2026-02-06,2026-02-09,1
CUST1944,C100,Returning,2026-06-28,Social Media,3414.76,42902,1643,,,,0
CUST1945,C118,New,2026-05-31,Social Media,3958.87,5703,233,,,,0
CUST1946,C115,New,2026-02-28,Email,723.62,17419,1486,73.71,2026-02-28,2026-03-03,1
CUST1947,C118,High-value,2026-06-08,Social Media,3958.87,5703,233,313.39,2026-06-12,2026-06-18,1
CUST1948,C103,Returning,2026-01-14,Google Ads,9052.37,46699,2464,114.02,2026-01-14,2026-01-24,1
CUST1949,C117,New,2026-05-13,Google Ads,10644.32,12437,678,,,,0
CUST1950,C101,Returning,2026-05-19,Organic,436.8,25238,2315,,,,0
CUST1951,C100,Returning,2026-07-01,Social Media,3414.76,42902,1643,,,,0
CUST1952,C114,Returning,2026-04-12,Email,2692.19,32316,2759,,,,0
CUST1953,C104,High-value,2026-05-24,Email,2213.47,37727,3273,,,,0
CUST1954,C119,Returning,2026-05-24,Social Media,5838.57,24053,917,,,,0
CUST1955,C110,New,2026-02-17,Email,1066.53,38629,3523,,,,0
CUST1956,C109,Returning,2026-04-04,Referral,2024.51,43004,7521,,,,0
CUST1957,C101,High-value,2026-05-16,Organic,436.8,25238,2315,,,,0
CUST1958,C102,New,2026-01-04,Referral,1471.71,22781,2752,78.24,2026-01-07,2026-01-12,1
CUST1959,C111,New,2026-05-05,Organic,283.83,29286,2869,,,,0
CUST1960,C119,New,2026-05-31,Social Media,5838.57,24053,917,,,,0
CUST1961,C104,Returning,2026-05-24,Email,2213.47,37727,3273,,,,0
CUST1962,C104,Returning,2026-05-28,Email,2213.47,37727,3273,,,,0
CUST1963,C105,Returning,2026-04-20,Email,1160.94,19694,1758,178.77,2026-04-24,2026-04-27,1
CUST1964,C108,High-value,2026-01-16,Google Ads,6651.28,48252,3070,,,,0
CUST1965,C101,Returning,2026-05-16,Organic,436.8,25238,2315,,,,0
CUST1966,C111,New,2026-05-11,Organic,283.83,29286,2869,,,,0
CUST1967,C102,New,2026-01-07,Referral,1471.71,22781,2752,,,,0
CUST1968,C119,New,2026-05-25,Social Media,5838.57,24053,917,,,,0
CUST1969,C111,New,2026-05-04,Organic,283.83,29286,2869,,,,0
CUST1970,C116,Returning,2026-04-11,Social Media,4105.29,18332,760,,,,0
CUST1971,C109,High-value,2026-04-07,Referral,2024.51,43004,7521,548.01,2026-04-09,2026-04-16,1
CUST1972,C113,New,2026-03-09,Email,1997.92,48436,3674,,,,0
CUST1973,C116,Returning,2026-04-10,Social Media,4105.29,18332,760,,,,0
CUST1974,C117,Returning,2026-05-19,Google Ads,10644.32,12437,678,,,,0
CUST1975,C118,New,2026-06-01,Social Media,3958.87,5703,233,,,,0
CUST1976,C116,New,2026-04-06,Social Media,4105.29,18332,760,,,,0
CUST1977,C113,New,2026-03-04,Email,1997.92,48436,3674,,,,0
CUST1978,C108,New,2026-01-18,Google Ads,6651.28,48252,3070,,,,0
CUST1979,C107,High-value,2026-05-22,Organic,332.46,28437,3328,,,,0
CUST1980,C101,New,2026-05-19,Organic,436.8,25238,2315,67.75,2026-05-21,2026-06-08,1
CUST1981,C112,New,2026-06-28,Referral,1998.97,31403,3948,,,,0
CUST1982,C106,Returning,2026-01-27,Email,1091.81,30669,2557,155.96,2026-01-30,2026-02-07,1
CUST1983,C108,High-value,2026-01-19,Google Ads,6651.28,48252,3070,,,,0
CUST1984,C110,New,2026-02-20,Email,1066.53,38629,3523,,,,0
CUST1985,C113,New,2026-03-08,Email,1997.92,48436,3674,,,,0
CUST1986,C103,New,2026-01-09,Google Ads,9052.37,46699,2464,81.09,2026-01-13,2026-01-14,1
CUST1987,C112,New,2026-07-07,Referral,1998.97,31403,3948,88.86,2026-07-09,2026-07-13,1
CUST1988,C101,New,2026-05-16,Organic,436.8,25238,2315,,,,0
CUST1989,C104,Returning,2026-05-29,Email,2213.47,37727,3273,,,,0
CUST1990,C110,New,2026-02-13,Email,1066.53,38629,3523,,,,0
CUST1991,C105,New,2026-04-21,Email,1160.94,19694,1758,,,,0
CUST1992,C117,Returning,2026-05-12,Google Ads,10644.32,12437,678,,,,0
CUST1993,C109,New,2026-04-03,Referral,2024.51,43004,7521,107.81,2026-04-06,2026-04-13,1
CUST1994,C103,New,2026-01-13,Google Ads,9052.37,46699,2464,,,,0
CUST1995,C108,New,2026-01-22,Google Ads,6651.28,48252,3070,,,,0
CUST1996,C105,High-value,2026-04-22,Email,1160.94,19694,1758,,,,0
CUST1997,C101,New,2026-05-19,Organic,436.8,25238,2315,,,,0
CUST1998,C116,High-value,2026-04-06,Social Media,4105.29,18332,760,,,,0
CUST1999,C104,Returning,2026-05-30,Email,2213.47,37727,3273,,,,0
CUST2000,C105,New,2026-04-15,Email,1160.94,19694,1758,,,,0
CUST2001,C111,High-value,2026-05-13,Organic,283.83,29286,2869,457.17,2026-05-16,2026-05-30,1
CUST2002,C109,New,2026-04-08,Referral,2024.51,43004,7521,,,,0
CUST2003,C105,New,2026-04-13,Email,1160.94,19694,1758,,,,0
CUST2004,C107,Returning,2026-05-17,Organic,332.46,28437,3328,,,,0
CUST2005,C101,Returning,2026-05-19,Organic,436.8,25238,2315,,,,0
