customer_id,campaign_id,segment,signup_date
CUST1732,C104,High-value,2026-05-30
CUST1733,C113,New,2026-03-07
CUST1734,C102,New,2026-01-02
CUST1735,C104,New,2026-05-23
CUST1736,C104,Returning,2026-05-26
CUST1737,C118,Returning,2026-06-09
CUST1738,C113,Returning,2026-03-12
CUST1739,C103,New,2026-01-07
CUST1740,C112,New,2026-07-05
CUST1741,C109,New,2026-04-03
CUST1742,C117,New,2026-05-17
CUST1743,C107,Returning,2026-05-26
CUST1744,C107,New,2026-05-22
CUST1745,C106,New,2026-01-29
CUST1746,C107,New,2026-05-21
CUST1747,C113,New,2026-03-06
CUST1748,C118,New,2026-05-31
CUST1749,C105,New,2026-04-19
CUST1750,C100,Returning,2026-06-27
CUST1751,C114,Returning,2026-04-12
CUST1752,C100,Returning,2026-06-26
CUST1753,C116,High-value,2026-04-10
CUST1754,C100,New,2026-06-28
CUST1755,C114,Returning,2026-04-07
CUST1756,C101,High-value,2026-05-20
CUST1757,C113,New,2026-03-05
CUST1758,C107,High-value,2026-05-20
CUST1759,C107,New,2026-05-20
CUST1760,C118,New,2026-06-03
CUST1761,C106,New,2026-02-01
CUST1762,C118,Returning,2026-06-01
CUST1763,C105,Returning,2026-04-18
CUST1764,C105,Returning,2026-04-19
CUST1765,C102,New,2026-01-10
CUST1766,C106,New,2026-01-29
CUST1767,C118,New,2026-06-07
CUST1768,C107,New,2026-05-18
CUST1769,C109,High-value,2026-04-07
CUST1770,C119,New,2026-05-27
CUST1771,C114,Returning,2026-04-07
CUST1772,C114,Returning,2026-04-12
CUST1773,C100,New,2026-06-25
CUST1774,C119,Returning,2026-05-28
CUST1775,C106,New,2026-02-05
CUST1776,C103,New,2026-01-07
CUST1777,C105,New,2026-04-21
CUST1778,C100,Returning,2026-06-26
CUST1779,C104,New,2026-05-24
CUST1780,C100,Returning,2026-06-28
CUST1781,C103,Returning,2026-01-11
CUST1782,C101,New,2026-05-18
CUST1783,C109,Returning,2026-04-06
CUST1784,C104,Returning,2026-05-30
CUST1785,C109,New,2026-04-04
CUST1786,C100,New,2026-07-03
CUST1787,C105,Returning,2026-04-15
CUST1788,C112,New,2026-07-03
CUST1789,C114,Returning,2026-04-10
CUST1790,C103,New,2026-01-08
CUST1791,C112,New,2026-06-29
CUST1792,C119,New,2026-05-29
CUST1793,C114,New,2026-04-10
CUST1794,C107,Returning,2026-05-20
CUST1795,C104,New,2026-05-29
CUST1796,C114,Returning,2026-04-14
CUST1797,C103,High-value,2026-01-13
CUST1798,C111,Returning,2026-05-06
CUST1799,C112,Returning,2026-06-30
CUST1800,C101,New,2026-05-15
CUST1801,C118,New,2026-06-04
CUST1802,C118,Returning,2026-06-09
CUST1803,C103,New,2026-01-06
CUST1804,C103,Returning,2026-01-05
CUST1805,C110,New,2026-02-18
CUST1806,C104,Returning,2026-05-24
CUST1807,C119,High-value,2026-05-23
CUST1808,C110,High-value,2026-02-11
CUST1809,C109,Returning,2026-04-01
CUST1810,C107,Returning,2026-05-22
CUST1811,C105,Returning,2026-04-18
CUST1812,C105,Returning,2026-04-15
CUST1813,C107,New,2026-05-20
CUST1814,C114,New,2026-04-07
CUST1815,C113,New,2026-03-05
CUST1816,C110,High-value,2026-02-17
CUST1817,C111,New,2026-05-04
CUST1818,C112,Returning,2026-07-04
CUST1819,C107,Returning,2026-05-17
CUST1820,C117,Returning,2026-05-17
CUST1821,C100,Returning,2026-06-26
CUST1822,C114,New,2026-04-13
CUST1823,C107,Returning,2026-05-22
CUST1824,C110,Returning,2026-02-12
CUST1825,C111,New,2026-05-11
CUST1826,C111,New,2026-05-08
CUST1827,C103,Returning,2026-01-12
CUST1828,C115,Returning,2026-02-28
CUST1829,C103,New,2026-01-10
CUST1830,C104,Returning,2026-05-23
CUST1831,C104,Returning,2026-05-29
CUST1832,C107,New,2026-05-22
CUST1833,C109,High-value,2026-04-05
CUST1834,C116,Returning,2026-04-13
CUST1835,C108,Returning,2026-01-15
CUST1836,C118,Returning,2026-06-01
CUST1837,C113,New,2026-03-12
CUST1838,C107,New,2026-05-24
CUST1839,C108,New,2026-01-21
CUST1840,C110,New,2026-02-17
CUST1841,C100,New,2026-06-28
CUST1842,C113,High-value,2026-03-05
CUST1843,C104,Returning,2026-05-27
CUST1844,C113,Returning,2026-03-13
CUST1845,C103,High-value,2026-01-07
CUST1846,C100,Returning,2026-06-27
CUST1847,C118,New,2026-06-09
CUST1848,C107,New,2026-05-18
CUST1849,C114,Returning,2026-04-07
CUST1850,C114,Returning,2026-04-13
CUST1851,C108,New,2026-01-22
CUST1852,C108,Returning,2026-01-24
CUST1853,C109,New,2026-04-05
CUST1854,C119,Returning,2026-05-27
CUST1855,C108,Returning,2026-01-22
CUST1856,C102,Returning,2026-01-04
CUST1857,C119,High-value,2026-05-26
CUST1858,C110,Returning,2026-02-15
CUST1859,C105,High-value,2026-04-13
CUST1860,C101,High-value,2026-05-11
CUST1861,C106,Returning,2026-01-28
CUST1862,C117,Returning,2026-05-19
CUST1863,C101,New,2026-05-17
CUST1864,C116,New,2026-04-15
CUST1865,C110,Returning,2026-02-19
CUST1866,C111,New,2026-05-08
CUST1867,C118,New,2026-06-01
CUST1868,C106,High-value,2026-02-02
CUST1869,C119,High-value,2026-05-30
CUST1870,C105,Returning,2026-04-19
CUST1871,C100,New,2026-06-30
CUST1872,C116,New,2026-04-10
CUST1873,C110,New,2026-02-12
CUST1874,C117,New,2026-05-17
CUST1875,C116,New,2026-04-09
CUST1876,C106,New,2026-02-05
CUST1877,C116,High-value,2026-04-07
CUST1878,C119,Returning,2026-05-31
CUST1879,C108,New,2026-01-21
CUST1880,C116,New,2026-04-11
CUST1881,C119,Returning,2026-05-27
CUST1882,C107,New,2026-05-19
CUST1883,C116,High-value,2026-04-15
CUST1884,C106,New,2026-02-05
CUST1885,C100,New,2026-06-27
CUST1886,C112,New,2026-06-30
CUST1887,C118,New,2026-06-07
CUST1888,C118,Returning,2026-06-02
CUST1889,C116,Returning,2026-04-12
CUST1890,C112,Returning,2026-07-04
CUST1891,C115,New,2026-02-27
CUST1892,C107,Returning,2026-05-23
CUST1893,C118,Returning,2026-06-01
CUST1894,C117,High-value,2026-05-21
CUST1895,C100,New,2026-06-26
CUST1896,C113,New,2026-03-13
CUST1897,C118,Returning,2026-06-08
CUST1898,C114,Returning,2026-04-08
CUST1899,C117,New,2026-05-13
CUST1900,C101,New,2026-05-19
CUST1901,C116,New,2026-04-15
CUST1902,C117,High-value,2026-05-20
CUST1903,C105,New,2026-04-16
CUST1904,C118,High-value,2026-06-08
CUST1905,C103,Returning,2026-01-07
CUST1906,C100,High-value,2026-06-30
CUST1907,C107,Returning,2026-05-23
CUST1908,C106,New,2026-02-03
CUST1909,C102,High-value,2026-01-10
CUST1910,C109,New,2026-04-03
CUST1911,C109,High-value,2026-04-02
CUST1912,C118,Returning,2026-06-02
CUST1913,C113,New,2026-03-08
CUST1914,C101,Returning,2026-05-11
CUST1915,C100,High-value,2026-07-03
CUST1916,C117,New,2026-05-14
CUST1917,C106,Returning,2026-02-01
CUST1918,C107,Returning,2026-05-19
CUST1919,C100,Returning,2026-06-28
CUST1920,C102,New,2026-01-09
CUST1921,C107,New,2026-05-18
CUST1922,C114,New,2026-04-07
CUST1923,C104,Returning,2026-05-27
CUST1924,C102,New,2026-01-06
CUST1925,C118,High-value,2026-06-07
CUST1926,C100,New,2026-06-25
CUST1927,C114,Returning,2026-04-14
CUST1928,C107,New,2026-05-18
CUST1929,C101,New,2026-05-11
CUST1930,C102,New,2026-01-10
CUST1931,C113,New,2026-03-05
CUST1932,C113,Returning,2026-03-10
CUST1933,C110,High-value,2026-02-18
CUST1934,C115,Returning,2026-02-25
CUST1935,C103,High-value,2026-01-10
CUST1936,C119,High-value,2026-05-23
CUST1937,C104,Returning,2026-05-27
CUST1938,C113,Returning,2026-03-11
CUST1939,C115,Returning,2026-02-23
CUST1940,C117,New,2026-05-12
CUST1941,C106,Returning,2026-01-30
CUST1942,C109,New,2026-03-31
CUST1943,C106,Returning,2026-02-03
CUST1944,C100,Returning,2026-06-28
CUST1945,C118,New,2026-05-31
CUST1946,C115,New,2026-02-28
CUST1947,C118,High-value,2026-06-08
CUST1948,C103,Returning,2026-01-14
CUST1949,C117,New,2026-05-13
CUST1950,C101,Returning,2026-05-19
CUST1951,C100,Returning,2026-07-01
CUST1952,C114,Returning,2026-04-12
CUST1953,C104,High-value,2026-05-24
CUST1954,C119,Returning,2026-05-24
CUST1955,C110,New,2026-02-17
CUST1956,C109,Returning,2026-04-04
CUST1957,C101,High-value,2026-05-16
CUST1958,C102,New,2026-01-04
CUST1959,C111,New,2026-05-05
CUST1960,C119,New,2026-05-31
CUST1961,C104,Returning,2026-05-24
CUST1962,C104,Returning,2026-05-28
CUST1963,C105,Returning,2026-04-20
CUST1964,C108,High-value,2026-01-16
CUST1965,C101,Returning,2026-05-16
CUST1966,C111,New,2026-05-11
CUST1967,C102,New,2026-01-07
CUST1968,C119,New,2026-05-25
CUST1969,C111,New,2026-05-04
CUST1970,C116,Returning,2026-04-11
CUST1971,C109,High-value,2026-04-07
CUST1972,C113,New,2026-03-09
CUST1973,C116,Returning,2026-04-10
CUST1974,C117,Returning,2026-05-19
CUST1975,C118,New,2026-06-01
CUST1976,C116,New,2026-04-06
CUST1977,C113,New,2026-03-04
CUST1978,C108,New,2026-01-18
CUST1979,C107,High-value,2026-05-22
CUST1980,C101,New,2026-05-19
CUST1981,C112,New,2026-06-28
CUST1982,C106,Returning,2026-01-27
CUST1983,C108,High-value,2026-01-19
CUST1984,C110,New,2026-02-20
CUST1985,C113,New,2026-03-08
CUST1986,C103,New,2026-01-09
CUST1987,C112,New,2026-07-07
CUST1988,C101,New,2026-05-16
CUST1989,C104,Returning,2026-05-29
CUST1990,C110,New,2026-02-13
CUST1991,C105,New,2026-04-21
CUST1992,C117,Returning,2026-05-12
CUST1993,C109,New,2026-04-03
CUST1994,C103,New,2026-01-13
CUST1995,C108,New,2026-01-22
CUST1996,C105,High-value,2026-04-22
CUST1997,C101,New,2026-05-19
CUST1998,C116,High-value,2026-04-06
CUST1999,C104,Returning,2026-05-30
CUST2000,C105,New,2026-04-15
CUST2001,C111,High-value,2026-05-13
CUST2002,C109,New,2026-04-08
CUST2003,C105,New,2026-04-13
CUST2004,C107,Returning,2026-05-17
CUST2005,C101,Returning,2026-05-19
CUST2006,C111,Returning,2026-05-09
CUST2007,C112,New,2026-07-01
CUST2008,C106,New,2026-02-02
CUST2009,C109,Returning,2026-04-04
CUST2010,C112,New,2026-07-07
CUST2011,C116,New,2026-04-12
CUST2012,C113,New,2026-03-11
CUST2013,C101,New,2026-05-18
CUST2014,C110,High-value,2026-02-11
CUST2015,C100,New,2026-07-01
CUST2016,C118,High-value,2026-06-05
CUST2017,C103,New,2026-01-08
CUST2018,C118,Returning,2026-06-07
CUST2019,C110,New,2026-02-13
CUST2020,C107,New,2026-05-20
CUST2021,C110,New,2026-02-16
CUST2022,C103,New,2026-01-11
CUST2023,C116,Returning,2026-04-09
CUST2024,C106,High-value,2026-01-30
CUST2025,C107,Returning,2026-05-23
CUST2026,C102,New,2026-01-06
CUST2027,C101,New,2026-05-18
CUST2028,C114,New,2026-04-06
CUST2029,C104,Returning,2026-05-31
CUST2030,C100,Returning,2026-06-30
CUST2031,C103,High-value,2026-01-11
CUST2032,C114,New,2026-04-12
CUST2033,C119,Returning,2026-05-29
CUST2034,C118,New,2026-06-09
CUST2035,C102,Returning,2026-01-10
CUST2036,C119,Returning,2026-05-30
CUST2037,C110,Returning,2026-02-19
CUST2038,C116,Returning,2026-04-14
CUST2039,C112,New,2026-06-29
CUST2040,C110,Returning,2026-02-17
CUST2041,C101,New,2026-05-17
CUST2042,C108,Returning,2026-01-18
CUST2043,C101,New,2026-05-19
CUST2044,C108,Returning,2026-01-22
CUST2045,C108,High-value,2026-01-15
CUST2046,C107,High-value,2026-05-18
CUST2047,C116,Returning,2026-04-07
CUST2048,C100,Returning,2026-07-01
CUST2049,C110,Returning,2026-02-11
CUST2050,C107,Returning,2026-05-20
CUST2051,C109,High-value,2026-04-09
CUST2052,C106,New,2026-01-31
CUST2053,C102,High-value,2026-01-09
CUST2054,C102,High-value,2026-01-07
CUST2055,C117,Returning,2026-05-19
CUST2056,C104,New,2026-05-30
CUST2057,C111,New,2026-05-10
CUST2058,C111,High-value,2026-05-08
CUST2059,C118,New,2026-06-04
CUST2060,C105,High-value,2026-04-22
CUST2061,C101,New,2026-05-16
CUST2062,C111,New,2026-05-08
CUST2063,C118,High-value,2026-06-08
CUST2064,C104,Returning,2026-05-24
CUST2065,C111,Returning,2026-05-06
CUST2066,C116,Returning,2026-04-12
CUST2067,C116,New,2026-04-12
CUST2068,C109,Returning,2026-04-05
CUST2069,C116,New,2026-04-08
CUST2070,C114,High-value,2026-04-12
CUST2071,C111,High-value,2026-05-08
CUST2072,C115,New,2026-02-27
CUST2073,C118,Returning,2026-06-01
CUST2074,C107,Returning,2026-05-22
CUST2075,C116,New,2026-04-13
CUST2076,C104,High-value,2026-05-22
CUST2077,C115,New,2026-02-24
CUST2078,C105,New,2026-04-13
CUST2079,C107,Returning,2026-05-17
CUST2080,C117,Returning,2026-05-21
CUST2081,C111,Returning,2026-05-11
CUST2082,C114,Returning,2026-04-12
CUST2083,C108,Returning,2026-01-24
CUST2084,C112,Returning,2026-06-28
CUST2085,C114,New,2026-04-07
CUST2086,C109,New,2026-04-03
CUST2087,C115,New,2026-02-21
CUST2088,C106,New,2026-01-29
CUST2089,C116,Returning,2026-04-13
CUST2090,C106,New,2026-02-03
CUST2091,C113,New,2026-03-11
CUST2092,C114,New,2026-04-11
CUST2093,C106,High-value,2026-02-01
CUST2094,C108,High-value,2026-01-19
CUST2095,C118,Returning,2026-06-08
CUST2096,C115,High-value,2026-02-24
CUST2097,C107,Returning,2026-05-26
CUST2098,C117,Returning,2026-05-18
CUST2099,C117,New,2026-05-12
CUST2100,C119,Returning,2026-05-31
CUST2101,C106,Returning,2026-02-02
CUST2102,C102,Returning,2026-01-10
CUST2103,C117,Returning,2026-05-20
CUST2104,C109,Returning,2026-04-06
CUST2105,C106,Returning,2026-01-28
CUST2106,C116,High-value,2026-04-11
CUST2107,C113,New,2026-03-13
CUST2108,C102,Returning,2026-01-04
CUST2109,C111,New,2026-05-06
CUST2110,C112,Returning,2026-06-29
CUST2111,C101,Returning,2026-05-16
CUST2112,C102,New,2026-01-08
CUST2113,C104,Returning,2026-05-27
CUST2114,C110,New,2026-02-19
CUST2115,C107,Returning,2026-05-21
CUST2116,C111,New,2026-05-05
CUST2117,C106,Returning,2026-02-03
CUST2118,C114,New,2026-04-14
CUST2119,C116,Returning,2026-04-15
CUST2120,C103,New,2026-01-08
CUST2121,C112,High-value,2026-07-03
CUST2122,C117,High-value,2026-05-21
CUST2123,C100,High-value,2026-07-01
CUST2124,C115,Returning,2026-03-01
CUST2125,C112,Returning,2026-07-02
CUST2126,C109,New,2026-04-05
CUST2127,C111,New,2026-05-07
CUST2128,C101,New,2026-05-15
CUST2129,C102,Returning,2026-01-07
CUST2130,C109,High-value,2026-04-08
CUST2131,C101,New,2026-05-20
CUST2132,C112,High-value,2026-07-03
CUST2133,C112,Returning,2026-07-03
CUST2134,C117,Returning,2026-05-19
CUST2135,C102,New,2026-01-04
CUST2136,C106,New,2026-01-29
CUST2137,C113,Returning,2026-03-10
CUST2138,C119,Returning,2026-05-27
CUST2139,C116,New,2026-04-07
CUST2140,C111,Returning,2026-05-05
CUST2141,C115,High-value,2026-02-26
CUST2142,C111,Returning,2026-05-11
CUST2143,C114,High-value,2026-04-06
CUST2144,C109,New,2026-04-05
CUST2145,C106,New,2026-01-28
CUST2146,C119,Returning,2026-05-24
CUST2147,C104,New,2026-05-28
CUST2148,C100,New,2026-07-03
CUST2149,C116,New,2026-04-06
CUST2150,C102,New,2026-01-06
CUST2151,C112,New,2026-07-04
CUST2152,C113,New,2026-03-11
CUST2153,C117,New,2026-05-18
CUST2154,C103,New,2026-01-10
CUST2155,C117,Returning,2026-05-20
CUST2156,C104,Returning,2026-05-24
CUST2157,C115,Returning,2026-02-26
CUST2158,C100,New,2026-06-27
CUST2159,C113,New,2026-03-05
CUST2160,C114,Returning,2026-04-06
CUST2161,C108,Returning,2026-01-15
CUST2162,C114,Returning,2026-04-15
CUST2163,C116,New,2026-04-08
CUST2164,C103,High-value,2026-01-08
CUST2165,C111,New,2026-05-05
CUST2166,C104,New,2026-05-22
CUST2167,C104,Returning,2026-05-25
CUST2168,C110,Returning,2026-02-17
CUST2169,C105,New,2026-04-22
CUST2170,C106,New,2026-02-01
CUST2171,C113,Returning,2026-03-09
CUST2172,C110,New,2026-02-19
CUST2173,C112,New,2026-06-29
CUST2174,C101,New,2026-05-14
CUST2175,C106,Returning,2026-01-31
CUST2176,C119,New,2026-05-23
CUST2177,C103,High-value,2026-01-12
CUST2178,C107,Returning,2026-05-24
CUST2179,C119,High-value,2026-05-28
CUST2180,C118,High-value,2026-06-04
CUST2181,C112,New,2026-07-05
CUST2182,C113,New,2026-03-06
CUST2183,C109,New,2026-04-02
CUST2184,C110,New,2026-02-12
CUST2185,C101,Returning,2026-05-15
CUST2186,C108,New,2026-01-17
CUST2187,C116,New,2026-04-08
CUST2188,C102,New,2026-01-06
CUST2189,C105,High-value,2026-04-20
CUST2190,C104,New,2026-05-23
CUST2191,C104,New,2026-05-25
CUST2192,C114,New,2026-04-12
CUST2193,C116,High-value,2026-04-06
CUST2194,C108,Returning,2026-01-15
CUST2195,C102,New,2026-01-10
CUST2196,C119,New,2026-05-29
CUST2197,C116,New,2026-04-12
CUST2198,C109,New,2026-03-31
CUST2199,C102,High-value,2026-01-01
CUST2200,C117,Returning,2026-05-15
CUST2201,C117,New,2026-05-16
CUST2202,C116,High-value,2026-04-10
CUST2203,C102,New,2026-01-04
CUST2204,C102,Returning,2026-01-08
CUST2205,C105,High-value,2026-04-19
CUST2206,C112,New,2026-07-06
CUST2207,C114,Returning,2026-04-12
CUST2208,C108,New,2026-01-24
CUST2209,C103,New,2026-01-05
CUST2210,C113,New,2026-03-10
CUST2211,C104,New,2026-05-22
CUST2212,C101,Returning,2026-05-17
CUST2213,C110,High-value,2026-02-20
CUST2214,C108,Returning,2026-01-22
CUST2215,C102,High-value,2026-01-09
CUST2216,C108,Returning,2026-01-17
CUST2217,C102,New,2026-01-04
CUST2218,C101,New,2026-05-14
CUST2219,C111,New,2026-05-12
CUST2220,C109,Returning,2026-04-06
CUST2221,C108,High-value,2026-01-17
CUST2222,C114,New,2026-04-15
CUST2223,C107,Returning,2026-05-21
CUST2224,C104,Returning,2026-05-28
CUST2225,C110,Returning,2026-02-18
CUST2226,C101,New,2026-05-11
CUST2227,C114,New,2026-04-07
CUST2228,C105,New,2026-04-19
CUST2229,C107,New,2026-05-18
CUST2230,C104,New,2026-05-28
CUST2231,C115,Returning,2026-03-01
CUST2232,C117,New,2026-05-13
CUST2233,C105,High-value,2026-04-19
CUST2234,C104,Returning,2026-05-25
CUST2235,C115,Returning,2026-02-22
CUST2236,C112,New,2026-07-04
CUST2237,C104,Returning,2026-05-26
CUST2238,C112,High-value,2026-06-28
CUST2239,C116,New,2026-04-10
CUST2240,C117,New,2026-05-14
CUST2241,C107,Returning,2026-05-23
CUST2242,C112,New,2026-07-03
CUST2243,C118,New,2026-06-07
CUST2244,C102,New,2026-01-05
CUST2245,C107,New,2026-05-18
CUST2246,C101,Returning,2026-05-19
CUST2247,C107,New,2026-05-24
CUST2248,C112,High-value,2026-07-03
CUST2249,C112,Returning,2026-07-07
CUST2250,C100,Returning,2026-06-30
CUST2251,C105,Returning,2026-04-21
CUST2252,C118,High-value,2026-06-06
CUST2253,C115,New,2026-02-23
CUST2254,C107,High-value,2026-05-22
CUST2255,C100,Returning,2026-06-30
CUST2256,C115,Returning,2026-02-22
CUST2257,C108,Returning,2026-01-17
CUST2258,C112,New,2026-07-01
CUST2259,C110,New,2026-02-20
CUST2260,C112,Returning,2026-07-03
CUST2261,C109,New,2026-03-31
CUST2262,C103,Returning,2026-01-13
CUST2263,C105,New,2026-04-17
CUST2264,C106,New,2026-02-02
CUST2265,C104,New,2026-05-30
CUST2266,C110,New,2026-02-19
CUST2267,C112,Returning,2026-06-28
CUST2268,C118,New,2026-05-31
CUST2269,C109,High-value,2026-04-02
CUST2270,C109,Returning,2026-04-05
CUST2271,C110,New,2026-02-12
CUST2272,C106,Returning,2026-02-05
CUST2273,C117,High-value,2026-05-12
CUST2274,C103,Returning,2026-01-05
CUST2275,C101,New,2026-05-15
CUST2276,C113,High-value,2026-03-07
CUST2277,C112,Returning,2026-06-28
CUST2278,C111,New,2026-05-07
CUST2279,C106,New,2026-01-29
CUST2280,C101,Returning,2026-05-12
CUST2281,C112,New,2026-07-06
CUST2282,C113,Returning,2026-03-04
CUST2283,C116,New,2026-04-12
CUST2284,C108,High-value,2026-01-18
CUST2285,C116,Returning,2026-04-10
CUST2286,C107,New,2026-05-26
CUST2287,C101,New,2026-05-15
CUST2288,C112,Returning,2026-06-28
CUST2289,C102,Returning,2026-01-06
CUST2290,C115,Returning,2026-03-01
CUST2291,C105,New,2026-04-14
CUST2292,C118,New,2026-06-06
CUST2293,C106,New,2026-02-01
CUST2294,C109,Returning,2026-04-04
CUST2295,C108,New,2026-01-18
CUST2296,C101,New,2026-05-14
CUST2297,C114,Returning,2026-04-11
CUST2298,C104,High-value,2026-05-25
CUST2299,C103,New,2026-01-09
CUST2300,C119,New,2026-05-28
CUST2301,C103,Returning,2026-01-09
CUST2302,C117,Returning,2026-05-18
CUST2303,C103,New,2026-01-13
CUST2304,C116,High-value,2026-04-15
CUST2305,C111,Returning,2026-05-10
CUST2306,C116,New,2026-04-12
CUST2307,C109,New,2026-04-03
CUST2308,C100,Returning,2026-06-24
CUST2309,C117,Returning,2026-05-19
CUST2310,C117,New,2026-05-15
CUST2311,C113,Returning,2026-03-04
CUST2312,C114,Returning,2026-04-10
CUST2313,C111,New,2026-05-11
CUST2314,C103,Returning,2026-01-08
CUST2315,C102,High-value,2026-01-08
CUST2316,C119,New,2026-05-30
CUST2317,C111,New,2026-05-06
CUST2318,C106,New,2026-02-04
CUST2319,C110,High-value,2026-02-13
CUST2320,C100,High-value,2026-06-24
CUST2321,C105,New,2026-04-14
CUST2322,C114,Returning,2026-04-11
CUST2323,C114,Returning,2026-04-15
CUST2324,C118,Returning,2026-06-01
CUST2325,C110,New,2026-02-16
CUST2326,C101,New,2026-05-11
CUST2327,C113,New,2026-03-04
CUST2328,C101,Returning,2026-05-15
CUST2329,C103,New,2026-01-14
CUST2330,C116,High-value,2026-04-14
CUST2331,C102,New,2026-01-08
CUST2332,C112,New,2026-06-30
CUST2333,C108,Returning,2026-01-17
CUST2334,C106,Returning,2026-01-27
CUST2335,C114,New,2026-04-08
CUST2336,C110,New,2026-02-11
CUST2337,C119,High-value,2026-05-30
CUST2338,C101,New,2026-05-11
CUST2339,C114,New,2026-04-10
CUST2340,C113,Returning,2026-03-12
CUST2341,C119,New,2026-05-29
CUST2342,C110,New,2026-02-14
CUST2343,C102,New,2026-01-09
CUST2344,C116,New,2026-04-14
CUST2345,C111,New,2026-05-05
CUST2346,C114,New,2026-04-15
CUST2347,C115,New,2026-03-02
CUST2348,C104,New,2026-05-27
CUST2349,C119,Returning,2026-05-26
CUST2350,C105,New,2026-04-20
CUST2351,C118,New,2026-06-06
CUST2352,C104,High-value,2026-05-28
CUST2353,C102,Returning,2026-01-10
CUST2354,C100,New,2026-07-02
CUST2355,C105,High-value,2026-04-17
CUST2356,C114,New,2026-04-11
CUST2357,C101,New,2026-05-11
CUST2358,C102,Returning,2026-01-06
CUST2359,C116,Returning,2026-04-07
CUST2360,C111,New,2026-05-09
CUST2361,C117,New,2026-05-20
CUST2362,C114,Returning,2026-04-13
CUST2363,C111,New,2026-05-12
CUST2364,C115,High-value,2026-03-02
CUST2365,C107,New,2026-05-24
CUST2366,C113,High-value,2026-03-06
CUST2367,C116,Returning,2026-04-13
CUST2368,C107,Returning,2026-05-22
CUST2369,C114,Returning,2026-04-11
CUST2370,C113,Returning,2026-03-09
CUST2371,C117,New,2026-05-14
CUST2372,C119,New,2026-06-01
CUST2373,C106,New,2026-01-27
CUST2374,C102,High-value,2026-01-04
CUST2375,C111,Returning,2026-05-13
CUST2376,C102,New,2026-01-06
CUST2377,C119,New,2026-06-01
CUST2378,C113,New,2026-03-05
CUST2379,C114,Returning,2026-04-12
CUST2380,C113,New,2026-03-10
CUST2381,C106,Returning,2026-01-30
CUST2382,C116,High-value,2026-04-09
CUST2383,C111,New,2026-05-04
CUST2384,C119,New,2026-05-24
CUST2385,C103,New,2026-01-13
CUST2386,C108,New,2026-01-24
CUST2387,C105,New,2026-04-20
CUST2388,C115,New,2026-02-28
CUST2389,C101,High-value,2026-05-19
CUST2390,C107,New,2026-05-23
CUST2391,C110,New,2026-02-19
CUST2392,C112,High-value,2026-07-07
CUST2393,C116,Returning,2026-04-07
CUST2394,C107,New,2026-05-22
CUST2395,C117,Returning,2026-05-14
CUST2396,C117,New,2026-05-17
CUST2397,C113,Returning,2026-03-06
CUST2398,C114,Returning,2026-04-13
CUST2399,C105,Returning,2026-04-16
CUST2400,C110,New,2026-02-20
CUST2401,C112,Returning,2026-07-03
CUST2402,C100,New,2026-07-02
CUST2403,C105,New,2026-04-14
CUST2404,C108,New,2026-01-16
CUST2405,C107,New,2026-05-23
CUST2406,C110,New,2026-02-12
CUST2407,C118,Returning,2026-06-01
CUST2408,C108,High-value,2026-01-18
CUST2409,C116,New,2026-04-14
CUST2410,C111,New,2026-05-11
CUST2411,C113,New,2026-03-05
CUST2412,C114,New,2026-04-13
CUST2413,C115,New,2026-02-24
CUST2414,C119,High-value,2026-05-24
CUST2415,C100,New,2026-07-03
CUST2416,C109,New,2026-04-06
CUST2417,C107,New,2026-05-22
CUST2418,C117,High-value,2026-05-21
CUST2419,C100,Returning,2026-06-28
CUST2420,C101,High-value,2026-05-11
CUST2421,C100,Returning,2026-06-25
CUST2422,C100,New,2026-07-01
CUST2423,C108,New,2026-01-15
CUST2424,C112,Returning,2026-06-30
CUST2425,C100,New,2026-06-25
CUST2426,C112,Returning,2026-07-02
CUST2427,C119,New,2026-05-26
CUST2428,C106,New,2026-02-02
CUST2429,C101,Returning,2026-05-15
CUST2430,C105,Returning,2026-04-20
CUST2431,C106,Returning,2026-01-30
CUST2432,C113,New,2026-03-09
CUST2433,C117,Returning,2026-05-15
CUST2434,C114,New,2026-04-07
CUST2435,C101,New,2026-05-11
CUST2436,C109,New,2026-03-31
CUST2437,C111,New,2026-05-11
CUST2438,C116,New,2026-04-09
CUST2439,C107,New,2026-05-21
CUST2440,C110,New,2026-02-18
CUST2441,C102,New,2026-01-07
CUST2442,C105,New,2026-04-20
CUST2443,C108,New,2026-01-22
CUST2444,C105,New,2026-04-18
CUST2445,C108,Returning,2026-01-24
CUST2446,C106,New,2026-01-28
CUST2447,C108,New,2026-01-20
CUST2448,C117,New,2026-05-12
CUST2449,C111,Returning,2026-05-04
CUST2450,C107,High-value,2026-05-19
CUST2451,C107,Returning,2026-05-19
CUST2452,C117,Returning,2026-05-16
CUST2453,C119,New,2026-05-23
CUST2454,C114,Returning,2026-04-15
CUST2455,C106,Returning,2026-02-01
CUST2456,C110,New,2026-02-17
CUST2457,C119,New,2026-06-01
CUST2458,C115,New,2026-02-23
CUST2459,C103,High-value,2026-01-08
CUST2460,C105,Returning,2026-04-22
CUST2461,C102,Returning,2026-01-10
CUST2462,C108,New,2026-01-24
CUST2463,C109,New,2026-04-09
CUST2464,C113,New,2026-03-13
CUST2465,C110,New,2026-02-13
CUST2466,C117,Returning,2026-05-12
